#x0(Ang)   y0(Ang)   z0(Ang)   v(x0-xL1)(Ang)   v(y0-yL1)(Ang)   v(z0-zL1)(Ang)   v(x0-xL2)(Ang)   v(y0-yL2)(Ang)   v(z0-zL2)(Ang)   occurence(highest occurence = 1)
11.7654 3.5969 0.698955 0.967707 -0.201339 -0.156098 -0.214758 -0.745002 0.577499 0.0470588
11.7654 3.5969 1.39791 0.92923 0.142393 -0.221154 -0.156937 -0.971953 -0.0478024 0.192157
11.7654 3.69681 0.698955 0.947815 -0.124109 -0.204222 -0.279636 -0.785484 0.565235 0.0470588
11.7654 3.69681 0.798806 0.946576 -0.162482 -0.308704 -0.256234 -0.81778 0.439606 0.0352941
11.7654 3.69681 1.29806 0.59381 0.653641 -0.463855 0.514644 -0.840824 -0.0157062 0.0509804
11.7654 3.69681 1.39791 0.669563 0.491889 -0.503964 0.250663 -0.939892 -0.0604333 0.141176
11.7654 3.79672 0.798806 0.86359 -0.262123 -0.41512 -0.226299 -0.919757 0.305429 0.0705882
11.7654 3.79672 0.898657 0.833744 -0.174325 -0.482533 -0.320582 -0.897376 0.284135 0.0666667
11.8651 3.49698 0.698955 0.845738 -0.241897 -0.408976 -0.412087 -0.859681 0.371657 0.0392157
11.8651 3.5969 0.698955 0.920646 -0.252238 -0.299964 -0.301717 -0.773428 0.524199 0.0666667
11.8651 3.5969 1.39791 0.769365 0.0403009 -0.581583 -0.245284 -0.964198 0.0233496 0.262745
11.8651 3.69681 1.39791 0.704813 0.111263 -0.683399 -0.174012 -0.949518 0.146853 0.0941176
11.8651 3.79672 0.898657 0.857618 -0.18696 -0.470982 -0.263608 -0.902828 0.313906 0.0196078
11.8651 3.79672 1.29806 0.593448 0.649376 -0.304117 0.381851 -0.846897 -0.0696689 0.137255
11.8651 3.79672 1.39791 0.741548 0.0633859 -0.641975 -0.24276 -0.963051 -0.0305427 0.0862745
11.8651 3.89664 0.898657 0.837418 -0.228996 -0.439682 -0.21671 -0.958284 0.342366 0.0196078
