1.00000012 0.641462445 0.337562144 0.235274687 -1.447 -1.64185
1.01000011 0.640155196 0.338636309 0.228861228 -1.47464 -1.64412
1.02000010 0.638448536 0.340135157 0.235416114 -1.4464 -1.6471
1.03000009 0.637504399 0.340861768 0.233197197 -1.45587 -1.64874
1.04000008 0.636581063 0.341598660 0.248571932 -1.39202 -1.65035
1.05000007 0.635470927 0.342473716 0.242676497 -1.41603 -1.65229
1.06000006 0.634672046 0.343047976 0.239280656 -1.43012 -1.65367
1.07000005 0.633333683 0.344161868 0.237960145 -1.43565 -1.65603
1.08000004 0.631979764 0.345308423 0.219852254 -1.5148 -1.65841
1.09000003 0.630200446 0.346895784 0.232680798 -1.45809 -1.66157
1.10000002 0.629173338 0.347714514 0.238434806 -1.43366 -1.66338
1.11000013 0.628234386 0.348448575 0.232964739 -1.45687 -1.66504
1.12000012 0.627020538 0.349449098 0.239142478 -1.4307 -1.6672
1.13000011 0.626008987 0.350215852 0.219854414 -1.51479 -1.66899
1.14000010 0.624826193 0.351184547 0.210565850 -1.55796 -1.6711
1.15000010 0.623612344 0.352185488 0.210236400 -1.55952 -1.67327
1.16000009 0.622605979 0.352990448 0.226176843 -1.48644 -1.67506
1.17000008 0.621615171 0.353811294 0.227261111 -1.48166 -1.67684
1.18000007 0.620920062 0.354341537 0.220517114 -1.51178 -1.67808
1.19000006 0.620121181 0.354971796 0.222970665 -1.50072 -1.67952
1.20000005 0.618538976 0.356367737 0.218299285 -1.52189 -1.68238
1.21000004 0.616993129 0.357706219 0.213254556 -1.54527 -1.68518
1.22000003 0.615841508 0.358651906 0.221364588 -1.50794 -1.68727
1.23000014 0.614804029 0.359522253 0.224759877 -1.49272 -1.68916
1.24000013 0.613761306 0.360367507 0.244331345 -1.40923 -1.69105
1.25000012 0.612739384 0.361197025 0.246688426 -1.39963 -1.69291
1.26000011 0.611764133 0.362016112 0.226267874 -1.48604 -1.69469
1.27000010 0.610539913 0.363106966 0.209808871 -1.56156 -1.69695
1.28000009 0.609351993 0.364145070 0.207734093 -1.5715 -1.69913
1.29000008 0.607873559 0.365476936 0.203538463 -1.5919 -1.70186
1.30000007 0.606727123 0.366436124 0.202734336 -1.59586 -1.70398
1.31000006 0.605777800 0.367171586 0.200708330 -1.6059 -1.70572
1.32000005 0.605046391 0.367705256 0.196086258 -1.6292 -1.70707
1.33000004 0.604242325 0.368335128 0.195000365 -1.63475 -1.70855
1.34000015 0.603474557 0.368932724 0.183966458 -1.693 -1.70997
