   1.81000018     -0.583654583    	   1.81000018     -0.896893561    	   1.81000018      -1.70175552    
   1.82000017     -0.584947944    	   1.82000017     -0.895407200    	   1.82000017      -1.75158453    
   1.83000016     -0.587017119    	   1.83000016     -0.892896831    	   1.83000016      -1.67119765    
   1.84000015     -0.588613927    	   1.84000015     -0.891098976    	   1.84000015      -1.66569400    
   1.85000014     -0.590157092    	   1.85000014     -0.889394462    	   1.85000014      -1.67698681    
   1.86000013     -0.591243327    	   1.86000013     -0.888334811    	   1.86000013      -1.67900634    
   1.87000012     -0.592856288    	   1.87000012     -0.886492610    	   1.87000012      -1.70253432    
   1.88000011     -0.595082939    	   1.88000011     -0.883788884    	   1.88000011      -1.67521441    
   1.89000010     -0.597210884    	   1.89000010     -0.881262064    	   1.89000010      -1.72345710    
   1.90000010     -0.598663568    	   1.90000010     -0.879635274    	   1.90000010      -1.68763494    
   1.91000009     -0.600335777    	   1.91000009     -0.877781451    	   1.91000009      -1.64667046    
   1.92000008     -0.601935029    	   1.92000008     -0.876056433    	   1.92000008      -1.67370224    
   1.93000019     -0.603489339    	   1.93000019     -0.874281228    	   1.93000019      -1.71059251    
   1.94000018     -0.605084121    	   1.94000018     -0.872458339    	   1.94000018      -1.75649679    
   1.95000017     -0.606976569    	   1.95000017     -0.870302618    	   1.95000017      -1.76886332    
   1.96000016     -0.609158635    	   1.96000016     -0.867788672    	   1.96000016      -1.77274430    
   1.97000015     -0.610122502    	   1.97000015     -0.866886377    	   1.97000015      -1.82841122    
   1.98000014     -0.611259460    	   1.98000014     -0.865729213    	   1.98000014      -1.81992483    
   1.99000013     -0.612809241    	   1.99000013     -0.864071250    	   1.99000013      -1.81412649    
   2.00000024     -0.614591599    	   2.00000024     -0.862120688    	   2.00000024      -1.81643319    
   2.01000023     -0.615896821    	   2.01000023     -0.860865653    	   2.01000023      -1.81152987    
   2.02000022     -0.616915286    	   2.02000022     -0.859938383    	   2.02000022      -1.89140379    
   2.03000021     -0.618406534    	   2.03000021     -0.858351469    	   2.03000021      -1.82869446    
   2.04000020     -0.620005965    	   2.04000020     -0.856689095    	   2.04000020      -1.79606450    
   2.05000019     -0.621608138    	   2.05000019     -0.855043948    	   2.05000019      -1.79861462    
   2.06000018     -0.623580396    	   2.06000018     -0.852915406    	   2.06000018      -1.83666062    
   2.07000017     -0.624955535    	   2.07000017     -0.851602912    	   2.07000017      -1.82079470    
   2.08000016     -0.626322985    	   2.08000016     -0.850265622    	   2.08000016      -1.76444352    
   2.09000015     -0.627974033    	   2.09000015     -0.848526299    	   2.09000015      -1.75186253    
   2.10000014     -0.629686296    	   2.10000014     -0.846750259    	   2.10000014      -1.82079470    
   2.11000013     -0.631118596    	   2.11000013     -0.845342100    	   2.11000013      -1.79406822    
   2.12000012     -0.632494509    	   2.12000012     -0.844001055    	   2.12000012      -1.85335958    
   2.13000011     -0.634194911    	   2.13000011     -0.842205286    	   2.13000011      -1.77634907    
   2.14000010     -0.636084437    	   2.14000010     -0.840111375    	   2.14000010      -1.81586015    
   2.15000010     -0.637035429    	   2.15000010     -0.839199066    	   2.15000010      -1.78839469    
   2.16000009     -0.638743699    	   2.16000009     -0.837423742    	   2.16000009      -1.79349816    
   2.17000008     -0.640110314    	   2.17000008     -0.836087525    	   2.17000008      -1.78980839    
   2.18000007     -0.642168820    	   2.18000007     -0.833827555    	   2.18000007      -1.80575669    
   2.19000006     -0.643322945    	   2.19000006     -0.832782269    	   2.19000006      -1.81295681    
   2.20000005     -0.645239830    	   2.20000005     -0.830828369    	   2.20000005      -1.88050830    
   2.21000004     -0.647001684    	   2.21000004     -0.829051197    	   2.21000004      -1.86973739    
   2.22000027     -0.648508728    	   2.22000027     -0.827487707    	   2.22000027      -1.93418288    
   2.23000026     -0.649739802    	   2.23000026     -0.826307476    	   2.23000026      -1.88051188    
   2.24000025     -0.651330531    	   2.24000025     -0.824662447    	   2.24000025      -1.94434857    
   2.25000024     -0.652455449    	   2.25000024     -0.823659599    	   2.25000024      -1.85396135    
   2.26000023     -0.653272688    	   2.26000023     -0.822992861    	   2.26000023      -1.95030439    
   2.27000022     -0.654280066    	   2.27000022     -0.822066426    	   2.27000022      -1.95295572    
   2.28000021     -0.655987978    	   2.28000021     -0.820300341    	   2.28000021      -1.96971941    
   2.29000020     -0.657518625    	   2.29000020     -0.818819106    	   2.29000020      -1.95595503    
   2.30000019     -0.659462810    	   2.30000019     -0.816848338    	   2.30000019      -1.95661807    
   2.31000018     -0.660647213    	   2.31000018     -0.815814793    	   2.31000018      -1.87618673    
   2.32000017     -0.662154853    	   2.32000017     -0.814387381    	   2.32000017      -1.87712455    
   2.33000016     -0.663423061    	   2.33000016     -0.813171268    	   2.33000016      -1.87803853    
   2.34000015     -0.664723039    	   2.34000015     -0.811970174    	   2.34000015      -1.92314756    
   2.35000014     -0.666347921    	   2.35000014     -0.810375214    	   2.35000014      -1.96365106    
   2.36000013     -0.668339670    	   2.36000013     -0.808343410    	   2.36000013      -2.00516415    
   2.37000012     -0.669443429    	   2.37000012     -0.807363808    	   2.37000012      -1.89609492    
   2.38000011     -0.670548439    	   2.38000011     -0.806336164    	   2.38000011      -1.89140379    
   2.39000010     -0.671827316    	   2.39000010     -0.805102885    	   2.39000010      -1.90430224    
   2.40000010     -0.672812939    	   2.40000010     -0.804222286    	   2.40000010      -1.94633508    
   2.41000009     -0.674186289    	   2.41000009     -0.802892625    	   2.41000009      -1.94172001    
   2.42000008     -0.676306069    	   2.42000008     -0.800700665    	   2.42000008      -2.02141380    
   2.43000007     -0.678195059    	   2.43000007     -0.798744380    	   2.43000007      -2.00445986    
   2.44000006     -0.679463267    	   2.44000006     -0.797443688    	   2.44000006      -2.00271606    
   2.45000029     -0.680333555    	   2.45000029     -0.796640158    	   2.45000029      -2.00411820    
   2.46000028     -0.681881487    	   2.46000028     -0.795051098    	   2.46000028      -1.97446966    
   2.47000027     -0.683072090    	   2.47000027     -0.793875217    	   2.47000027      -1.98711276    
   2.48000026     -0.684079170    	   2.48000026     -0.792952061    	   2.48000026      -2.05545926    
   2.49000025     -0.685179949    	   2.49000025     -0.791862369    	   2.49000025      -2.12087893    
   2.50000024     -0.686457038    	   2.50000024     -0.790638804    	   2.50000024      -2.11579084    
   2.51000023     -0.687746108    	   2.51000023     -0.789429486    	   2.51000023      -1.99610555    
   2.52000022     -0.689109147    	   2.52000022     -0.788125455    	   2.52000022      -2.01679397    
   2.53000021     -0.690587819    	   2.53000021     -0.786690474    	   2.53000021      -1.96770358    
   2.54000020     -0.691685438    	   2.54000020     -0.785664201    	   2.54000020      -1.89203072    
   2.55000019     -0.692742646    	   2.55000019     -0.784698129    	   2.55000019      -1.91161489    
   2.56000018     -0.694673419    	   2.56000018     -0.782751858    	   2.56000018      -1.87098408    
   2.57000017     -0.696389437    	   2.57000017     -0.781071723    	   2.57000017      -1.85246611    
   2.58000016     -0.698139608    	   2.58000016     -0.779367924    	   2.58000016      -1.87435412    
   2.59000015     -0.700154006    	   2.59000015     -0.777381539    	   2.59000015      -1.87434542    
   2.60000014     -0.701387644    	   2.60000014     -0.776303113    	   2.60000014      -1.87959921    
   2.61000013     -0.703177989    	   2.61000013     -0.774594188    	   2.61000013      -1.81906414    
   2.62000012     -0.704866707    	   2.62000012     -0.773042500    	   2.62000012      -1.85879946    
   2.63000011     -0.706127107    	   2.63000011     -0.771895230    	   2.63000011      -1.93943179    
   2.64000010     -0.707589149    	   2.64000010     -0.770548105    	   2.64000010      -2.00446391    
   2.65000010     -0.708631754    	   2.65000010     -0.769673645    	   2.65000010      -2.00166869    
   2.66000009     -0.710392952    	   2.66000009     -0.768034816    	   2.66000009      -1.96399653    
   2.67000008     -0.712114990    	   2.67000008     -0.766427279    	   2.67000008      -2.00096726    
   2.68000031     -0.712876558    	   2.68000031     -0.765885711    	   2.68000031      -1.99783802    
   2.69000030     -0.713649333    	   2.69000030     -0.765309513    	   2.69000030      -1.99678981    
   2.70000029     -0.715387583    	   2.70000029     -0.763650358    	   2.70000029      -2.03899908    
   2.71000028     -0.716926932    	   2.71000028     -0.762286186    	   2.71000028      -2.02353692    
   2.72000027     -0.718458056    	   2.72000027     -0.760875106    	   2.72000027      -1.95761335    
   2.73000026     -0.720108747    	   2.73000026     -0.759420335    	   2.73000026      -1.98229635    
   2.74000025     -0.721377909    	   2.74000025     -0.758330405    	   2.74000025      -1.93711674    
   2.75000024     -0.722435057    	   2.75000024     -0.757462263    	   2.75000024      -1.96364141    
   2.76000023     -0.723503947    	   2.76000023     -0.756583631    	   2.76000023      -1.92508471    
   2.77000022     -0.725977421    	   2.77000022     -0.754176795    	   2.77000022      -1.92670202    
   2.78000021     -0.727694392    	   2.78000021     -0.752635002    	   2.78000021      -1.88515568    
   2.79000020     -0.728940904    	   2.79000020     -0.751594961    	   2.79000020      -1.89420748    
   2.80000019     -0.729597092    	   2.80000019     -0.751185119    	   2.80000019      -1.85909331    
   2.81000018     -0.731740594    	   2.81000018     -0.749122560    	   2.81000018      -1.83163214    
   2.82000017     -0.733413398    	   2.82000017     -0.747559547    	   2.82000017      -1.82781100    
   2.83000016     -0.735478580    	   2.83000016     -0.745610893    	   2.83000016      -1.92411375    
   2.84000015     -0.737222672    	   2.84000015     -0.744020820    	   2.84000015      -1.93027866    
   2.85000014     -0.738948107    	   2.85000014     -0.742432117    	   2.85000014      -1.92444229    
   2.86000013     -0.740502477    	   2.86000013     -0.741099060    	   2.86000013      -1.86760783    
   2.87000012     -0.741797805    	   2.87000012     -0.740011394    	   2.87000012      -1.97005355    
   2.88000011     -0.743247509    	   2.88000011     -0.738771260    	   2.88000011      -1.92250812    
   2.89000010     -0.744568229    	   2.89000010     -0.737638295    	   2.89000010      -2.00027204    
   2.90000010     -0.745759487    	   2.90000010     -0.736655056    	   2.90000010      -1.98505163    
   2.91000032     -0.747061670    	   2.91000032     -0.735569656    	   2.91000032      -2.04227448    
   2.92000031     -0.748288810    	   2.92000031     -0.734575510    	   2.92000031      -2.04555035    
   2.93000031     -0.750198185    	   2.93000031     -0.732870519    	   2.93000031      -2.06283760    
   2.94000030     -0.751517117    	   2.94000030     -0.731764197    	   2.94000030      -2.08005834    
   2.95000029     -0.753190339    	   2.95000029     -0.730326831    	   2.95000029      -2.03503132    
   2.96000028     -0.754314661    	   2.96000028     -0.729508281    	   2.96000028      -1.97107399    
   2.97000027     -0.755650163    	   2.97000027     -0.728461027    	   2.97000027      -2.02747989    
   2.98000026     -0.756710947    	   2.98000026     -0.727722287    	   2.98000026      -2.02211738    
   2.99000025     -0.757927835    	   2.99000025     -0.726824820    	   2.99000025      -2.02353907    
   3.00000024     -0.759633899    	   3.00000024     -0.725368857    	   3.00000024      -2.00761390    
   3.01000023     -0.761642933    	   3.01000023     -0.723618567    	   3.01000023      -2.00200963    
   3.02000022     -0.762632251    	   3.02000022     -0.722927451    	   3.02000022      -2.00972009    
   3.03000021     -0.763822973    	   3.03000021     -0.722032785    	   3.03000021      -1.97717798    
   3.04000020     -0.765728831    	   3.04000020     -0.720421910    	   3.04000020      -1.97718000    
   3.05000019     -0.767224848    	   3.05000019     -0.719279587    	   3.05000019      -1.92476535    
   3.06000018     -0.769036412    	   3.06000018     -0.717728257    	   3.06000018      -1.99054551    
   3.07000017     -0.770133913    	   3.07000017     -0.716904521    	   3.07000017      -1.94533563    
   3.08000016     -0.771827400    	   3.08000016     -0.715459108    	   3.08000016      -1.81353807    
   3.09000015     -0.773017883    	   3.09000015     -0.714531958    	   3.09000015      -1.80118108    
   3.10000014     -0.774885058    	   3.10000014     -0.712907434    	   3.10000014      -1.89798403    
   3.11000013     -0.776090443    	   3.11000013     -0.712007463    	   3.11000013      -1.91160572    
   3.12000012     -0.778460383    	   3.12000012     -0.709923446    	   3.12000012      -1.91416359    
   3.13000011     -0.781187177    	   3.13000011     -0.707463145    	   3.13000011      -1.90778661    
   3.14000010     -0.783137798    	   3.14000010     -0.705789804    	   3.14000010      -1.89672840    
   3.15000033     -0.784103155    	   3.15000033     -0.705117524    	   3.15000033      -1.84706557    
   3.16000032     -0.785137713    	   3.16000032     -0.704321504    	   3.16000032      -1.95229697    
   3.17000031     -0.786788404    	   3.17000031     -0.702998817    	   3.17000031      -1.90684140    
   3.18000031     -0.787916958    	   3.18000031     -0.702214956    	   3.18000031      -1.92057943    
   3.19000030     -0.789777875    	   3.19000030     -0.700730562    	   3.19000030      -1.99263990    
   3.20000029     -0.791653812    	   3.20000029     -0.699221432    	   3.20000029      -1.99472070    
   3.21000028     -0.792501330    	   3.21000028     -0.698695362    	   3.21000028      -1.90429854    
   3.22000027     -0.793911815    	   3.22000027     -0.697635353    	   3.22000027      -1.82694006    
   3.23000026     -0.796220899    	   3.23000026     -0.695762694    	   3.23000026      -1.87404525    
   3.24000025     -0.798131943    	   3.24000025     -0.694293976    	   3.24000025      -1.83607411    
   3.25000024     -0.799804211    	   3.25000024     -0.693046808    	   3.25000024      -1.82226837    
   3.26000023     -0.801733732    	   3.26000023     -0.691513300    	   3.26000023      -1.81906748    
   3.27000022     -0.804084182    	   3.27000022     -0.689583123    	   3.27000022      -1.73649859    
   3.28000021     -0.805592358    	   3.28000021     -0.688484967    	   3.28000021      -1.74159217    
   3.29000020     -0.807172477    	   3.29000020     -0.687299192    	   3.29000020      -1.78729856    
   3.30000019     -0.809395909    	   3.30000019     -0.685451269    	   3.30000019      -1.83105707    
   3.31000018     -0.811460733    	   3.31000018     -0.683837712    	   3.31000018      -1.83814085    
   3.32000017     -0.813529909    	   3.32000017     -0.682215452    	   3.32000017      -1.86518013    
   3.33000016     -0.815298498    	   3.33000016     -0.680826604    	   3.33000016      -1.94567490    
   3.34000015     -0.817117274    	   3.34000015     -0.679438710    	   3.34000015      -1.89109135    
   3.35000014     -0.818292320    	   3.35000014     -0.678631663    	   3.35000014      -1.85156131    
   3.36000013     -0.819645405    	   3.36000013     -0.677650511    	   3.36000013      -1.90810072    
   3.37000012     -0.821141839    	   3.37000012     -0.676527977    	   3.37000012      -1.94533563    
   3.38000035     -0.822380781    	   3.38000035     -0.675634980    	   3.38000035      -2.01535559    
   3.39000034     -0.824200511    	   3.39000034     -0.674273908    	   3.39000034      -2.02104568    
   3.40000033     -0.826414764    	   3.40000033     -0.672519565    	   3.40000033      -2.04334855    
   3.41000032     -0.828158796    	   3.41000032     -0.671204388    	   3.41000032      -1.99158323    
   3.42000031     -0.829632401    	   3.42000031     -0.670162439    	   3.42000031      -1.99539602    
   3.43000031     -0.830715179    	   3.43000031     -0.669479609    	   3.43000031      -1.98504376    
   3.44000030     -0.832108974    	   3.44000030     -0.668536365    	   3.44000030      -1.95195925    
   3.45000029     -0.833576441    	   3.45000029     -0.667516708    	   3.45000029      -1.95728719    
   3.46000028     -0.835225463    	   3.46000028     -0.666368127    	   3.46000028      -2.00481391    
   3.47000027     -0.836709380    	   3.47000027     -0.665351391    	   3.47000027      -2.03178763    
   3.48000026     -0.838387549    	   3.48000026     -0.664139807    	   3.48000026      -1.94074404    
   3.49000025     -0.840092540    	   3.49000025     -0.662874222    	   3.49000025      -1.92219877    
   3.50000024     -0.842029154    	   3.50000024     -0.661464691    	   3.50000024      -1.93844497    
   3.51000023     -0.843752444    	   3.51000023     -0.660324156    	   3.51000023      -1.90683961    
   3.52000022     -0.845043838    	   3.52000022     -0.659526050    	   3.52000022      -1.88299668    
   3.53000021     -0.847450018    	   3.53000021     -0.657705665    	   3.53000021      -1.92769039    
   3.54000020     -0.849085689    	   3.54000020     -0.656596363    	   3.54000020      -1.92509031    
   3.55000019     -0.850481093    	   3.55000019     -0.655648947    	   3.55000019      -1.99852347    
   3.56000018     -0.852365017    	   3.56000018     -0.654283166    	   3.56000018      -2.03213692    
   3.57000017     -0.854484081    	   3.57000017     -0.652714968    	   3.57000017      -1.94929540    
   3.58000016     -0.855569661    	   3.58000016     -0.652070165    	   3.58000016      -1.95660460    
   3.59000015     -0.857169807    	   3.59000015     -0.650984883    	   3.59000015      -1.98950696    
   3.60000014     -0.857976913    	   3.60000014     -0.650587916    	   3.60000014      -1.97071826    
   3.61000037     -0.859250009    	   3.61000037     -0.649764359    	   3.61000037      -2.01111388    
   3.62000036     -0.861752093    	   3.62000036     -0.647858262    	   3.62000036      -2.11812663    
   3.63000035     -0.863226891    	   3.63000035     -0.646851063    	   3.63000035      -2.17004323    
   3.64000034     -0.865332067    	   3.64000034     -0.645259023    	   3.64000034      -2.06059551    
   3.65000033     -0.867108345    	   3.65000033     -0.643999696    	   3.65000033      -2.08231640    
   3.66000032     -0.868084192    	   3.66000032     -0.643420279    	   3.66000032      -2.03357887    
   3.67000031     -0.868665218    	   3.67000031     -0.643226206    	   3.67000031      -2.01961946    
   3.68000031     -0.869840622    	   3.68000031     -0.642572999    	   3.68000031      -2.12917972    
   3.69000030     -0.871773779    	   3.69000030     -0.641208529    	   3.69000030      -2.09719014    
   3.70000029     -0.873437285    	   3.70000029     -0.640163898    	   3.70000029      -2.15570211    
   3.71000028     -0.874817371    	   3.71000028     -0.639266312    	   3.71000028      -2.16223812    
   3.72000027     -0.876461089    	   3.72000027     -0.638126791    	   3.72000027      -2.05141091    
   3.73000026     -0.877907753    	   3.73000026     -0.637211919    	   3.73000026      -1.96837044    
   3.74000025     -0.879381478    	   3.74000025     -0.636243761    	   3.74000025      -1.98060048    
   3.75000024     -0.880895019    	   3.75000024     -0.635242879    	   3.75000024      -1.96130240    
   3.76000023     -0.882423341    	   3.76000023     -0.634264708    	   3.76000023      -1.91415799    
   3.77000022     -0.884519160    	   3.77000022     -0.632833838    	   3.77000022      -1.91033471    
   3.78000021     -0.886468351    	   3.78000021     -0.631529331    	   3.78000021      -1.92444789    
   3.79000020     -0.887967408    	   3.79000020     -0.630574703    	   3.79000020      -1.89359176    
   3.80000019     -0.890277088    	   3.80000019     -0.628935695    	   3.80000019      -1.87866616    
   3.81000018     -0.892693400    	   3.81000018     -0.627213955    	   3.81000018      -1.87835932    
   3.82000017     -0.894392133    	   3.82000017     -0.626157045    	   3.82000017      -1.86274970    
   3.83000016     -0.895979345    	   3.83000016     -0.625153542    	   3.83000016      -1.96500134    
   3.84000015     -0.897836447    	   3.84000015     -0.623887479    	   3.84000015      -1.92123055    
   3.85000038     -0.899671435    	   3.85000038     -0.622664213    	   3.85000038      -1.94139898    
   3.86000037     -0.901330948    	   3.86000037     -0.621619463    	   3.86000037      -1.99333966    
   3.87000036     -0.903146803    	   3.87000036     -0.620377898    	   3.87000036      -2.03793383    
   3.88000035     -0.904004812    	   3.88000035     -0.619911611    	   3.88000035      -2.01608777    
   3.89000034     -0.906133533    	   3.89000034     -0.618461490    	   3.89000034      -2.00657964    
   3.90000033     -0.907443821    	   3.90000033     -0.617649913    	   3.90000033      -2.12011123    
   3.91000032     -0.909064770    	   3.91000032     -0.616616905    	   3.91000032      -2.10838985    
   3.92000031     -0.910739958    	   3.92000031     -0.615525126    	   3.92000031      -2.10296273    
   3.93000031     -0.912469685    	   3.93000031     -0.614445508    	   3.93000031      -2.14195132    
   3.94000030     -0.914202332    	   3.94000030     -0.613343596    	   3.94000030      -2.09449983    
   3.95000029     -0.914810777    	   3.95000029     -0.613074183    	   3.95000029      -2.23049426    
   3.96000028     -0.916378915    	   3.96000028     -0.612117648    	   3.96000028      -2.13314652    
   3.97000027     -0.918027461    	   3.97000027     -0.611081421    	   3.97000027      -2.16304851    
   3.98000026     -0.919431508    	   3.98000026     -0.610230148    	   3.98000026      -2.18125892    
   3.99000025     -0.920681179    	   3.99000025     -0.609546244    	   3.99000025      -2.15041542    
   4.00000048     -0.921528220    	   4.00000048     -0.609173119    	   4.00000048      -2.14476323    
   4.01000023     -0.923433423    	   4.01000023     -0.607943535    	   4.01000023      -2.16757822    
   4.02000046     -0.924949706    	   4.02000046     -0.606989443    	   4.02000046      -2.16881466    
   4.03000021     -0.926415861    	   4.03000021     -0.606140554    	   4.03000021      -2.18126607    
   4.04000044     -0.928422332    	   4.04000044     -0.604827523    	   4.04000044      -2.17377329    
   4.05000019     -0.930327535    	   4.05000019     -0.603556037    	   4.05000019      -2.10954833    
   4.06000042     -0.930748522    	   4.06000042     -0.603442907    	   4.06000042      -2.07741165    
   4.07000017     -0.932262719    	   4.07000017     -0.602553904    	   4.07000017      -2.16758299    
   4.08000040     -0.933779299    	   4.08000040     -0.601674974    	   4.08000040      -2.21008825    
   4.09000015     -0.935232043    	   4.09000015     -0.600818276    	   4.09000015      -2.16224289    
   4.10000038     -0.937216580    	   4.10000038     -0.599592090    	   4.10000038      -2.19303155    
