0.00000000 , 0.998966694
2.00000014E-02 , 0.882834256
4.00000028E-02 , 0.855904698
6.00000024E-02 , 0.842724562
8.00000057E-02 , 0.833930850
0.100000009 , 0.821320117
0.120000005 , 0.813728392
0.140000015 , 0.807802618
0.160000011 , 0.802614927
0.180000007 , 0.797617018
0.200000018 , 0.793504834
0.220000014 , 0.789561391
0.240000010 , 0.783972979
0.260000020 , 0.780493438
0.280000031 , 0.777266979
0.300000012 , 0.773998320
0.320000023 , 0.771762967
0.340000033 , 0.769316733
0.360000014 , 0.766744018
0.380000025 , 0.763285518
0.400000036 , 0.760776043
0.420000017 , 0.757655025
0.440000027 , 0.754702628
0.460000038 , 0.751286387
0.480000019 , 0.748924494
0.500000060 , 0.745444953
0.520000041 , 0.743694663
0.540000021 , 0.741227329
0.560000062 , 0.740088582
0.580000043 , 0.737157345
0.600000024 , 0.735681176
0.620000064 , 0.732581198
0.640000045 , 0.729692101
0.660000026 , 0.727752030
0.680000067 , 0.724145949
0.700000048 , 0.722838461
0.720000029 , 0.718979359
0.740000069 , 0.717018127
0.760000050 , 0.713622928
0.780000031 , 0.711324334
0.800000072 , 0.708498538
0.820000052 , 0.706811488
0.840000033 , 0.705335319
0.860000074 , 0.702172101
0.880000055 , 0.701054394
0.900000036 , 0.699325204
0.920000076 , 0.696393907
0.940000057 , 0.694643617
0.960000038 , 0.691733420
0.980000079 , 0.690341651
1.00000012 , 0.688401520
1.02000010 , 0.687178433
1.04000008 , 0.685449183
1.06000006 , 0.682728827
1.08000004 , 0.680324733
1.10000002 , 0.678975105
1.12000012 , 0.677752018
1.14000010 , 0.675811887
1.16000009 , 0.674040496
1.18000007 , 0.671699703
1.20000005 , 0.670582056
1.22000003 , 0.668895006
1.24000013 , 0.666554213
1.26000011 , 0.665162385
1.28000009 , 0.662905931
1.30000007 , 0.660754979
1.32000005 , 0.658835948
1.34000015 , 0.657380879
1.36000013 , 0.655841410
1.38000011 , 0.652973413
1.40000010 , 0.651202023
1.42000008 , 0.649746954
1.44000006 , 0.647132039
1.46000016 , 0.645213008
1.48000014 , 0.643905520
1.50000012 , 0.642049789
1.52000010 , 0.640383780
1.54000008 , 0.638127387
1.56000006 , 0.635723352
1.58000016 , 0.632770956
1.60000014 , 0.631590068
1.62000012 , 0.629417956
1.64000010 , 0.627836347
1.66000009 , 0.626781940
1.68000007 , 0.625600994
1.70000017 , 0.623745263
1.72000015 , 0.621256828
1.74000013 , 0.618262351
1.76000011 , 0.617334485
1.78000009 , 0.615183473
1.80000007 , 0.612821579
1.82000017 , 0.612062395
1.84000015 , 0.610333204
1.86000013 , 0.608667254
1.88000011 , 0.607085645
1.90000010 , 0.605061173
1.92000008 , 0.602657080
1.94000018 , 0.601328552
1.96000016 , 0.600210905
1.98000014 , 0.599282980
2.00000024 , 0.597638130
2.02000022 , 0.595719099
2.04000020 , 0.594306171
2.06000018 , 0.591817796
2.08000016 , 0.590151846
2.10000014 , 0.589034140
2.12000012 , 0.586756647
2.14000010 , 0.585259378
2.16000009 , 0.584415853
2.18000007 , 0.582876444
2.20000005 , 0.580261469
2.22000027 , 0.579544485
2.24000025 , 0.577941775
2.26000023 , 0.576128244
2.28000021 , 0.574567676
2.30000019 , 0.574082673
2.32000017 , 0.571805120
2.34000015 , 0.569991589
2.36000013 , 0.568789542
2.38000011 , 0.567629695
2.40000010 , 0.565267801
2.42000008 , 0.562547445
2.44000006 , 0.561324358
2.46000028 , 0.558582902
2.48000026 , 0.556663871
2.50000024 , 0.555082262
2.52000022 , 0.554491758
2.54000020 , 0.553943455
2.56000018 , 0.552277505
2.58000016 , 0.550421774
2.60000014 , 0.549008846
2.62000012 , 0.547806859
2.64000010 , 0.546204150
2.66000009 , 0.544917762
2.68000031 , 0.542598069
2.70000029 , 0.542534769
2.72000027 , 0.540320516
2.74000025 , 0.538443685
2.76000023 , 0.537304938
2.78000021 , 0.536503613
2.80000019 , 0.535132885
2.82000017 , 0.533487976
2.84000015 , 0.532075047
2.86000013 , 0.529544473
2.88000011 , 0.528152704
2.90000010 , 0.526634336
2.92000031 , 0.525052726
2.94000030 , 0.523766339
2.96000028 , 0.522016048
2.98000026 , 0.519928277
3.00000024 , 0.518093646
3.02000022 , 0.516174614
3.04000020 , 0.515331089
3.06000018 , 0.514213383
3.08000016 , 0.512357652
3.10000014 , 0.510797143
3.12000012 , 0.510227740
3.14000010 , 0.508414149
3.16000032 , 0.507254303
3.18000031 , 0.505377471
3.20000029 , 0.504386306
3.22000027 , 0.503479540
3.24000025 , 0.501623809
3.26000023 , 0.500295222
3.28000021 , 0.498228610
3.30000019 , 0.496562630
3.32000017 , 0.494453818
3.34000015 , 0.493462682
3.36000013 , 0.491670191
3.38000035 , 0.489856601
3.40000033 , 0.488570213
3.42000031 , 0.487916499
3.44000030 , 0.485765487
3.46000028 , 0.484183878
3.48000026 , 0.482201606
3.50000024 , 0.480809778
3.52000022 , 0.479502320
3.54000020 , 0.477562219
3.56000018 , 0.477583289
3.58000016 , 0.475474477
3.60000014 , 0.474230289
3.62000036 , 0.473070443
3.64000034 , 0.472184718
3.66000032 , 0.470097005
3.68000031 , 0.468515396
3.70000029 , 0.466954857
3.72000027 , 0.466638535
3.74000025 , 0.464930415
3.76000023 , 0.462905943
3.78000021 , 0.460544080
3.80000019 , 0.459067911
3.82000017 , 0.458224386
3.84000015 , 0.456684947
3.86000037 , 0.456537336
3.88000035 , 0.454618305
3.90000033 , 0.453458458
3.92000031 , 0.451602697
3.94000030 , 0.450632632
3.96000028 , 0.449620426
3.98000026 , 0.447469413
4.00000048 , 0.445803463
4.02000046 , 0.445023209
4.04000044 , 0.444095314
4.06000042 , 0.443125278
4.08000040 , 0.441923231
4.10000038 , 0.440974265
4.12000036 , 0.439519197
4.14000034 , 0.437557995
4.16000032 , 0.436693370
4.18000031 , 0.435934216
4.20000029 , 0.434394777
4.22000027 , 0.432644457
4.24000025 , 0.431400239
4.26000023 , 0.430725425
4.28000021 , 0.428827494
4.30000019 , 0.428300291
4.32000017 , 0.426824123
4.34000015 , 0.425959498
4.36000013 , 0.424525529
4.38000011 , 0.422775209
4.40000010 , 0.421193600
4.42000008 , 0.420518756
4.44000053 , 0.419169128
4.46000051 , 0.417165756
4.48000050 , 0.415900469
4.50000048 , 0.415099114
4.52000046 , 0.412842691
4.54000044 , 0.412188947
4.56000042 , 0.410544068
4.58000040 , 0.408920288
4.60000038 , 0.408667237
4.62000036 , 0.408287644
4.64000034 , 0.406642765
4.66000032 , 0.405272037
