0.00000000 0.999473095  0.00000000 
1.00000007E-02 0.932305574  6.67056441E-02
2.00000014E-02 0.903537512  9.49557796E-02
3.00000012E-02 0.889279962  0.108722903 
4.00000028E-02 0.883336663  0.114162408 
5.00000045E-02 0.879374504  0.117589593 
6.00000024E-02 0.876444995  0.119994938 
7.00000077E-02 0.871155024  0.124760948 
8.00000057E-02 0.865928352  0.129457653 
9.00000036E-02 0.860511899  0.134360209 
0.100000009 0.856602430  0.137753218 
0.110000007 0.853124976  0.140747041 
0.120000005 0.849921465  0.143489316 
0.130000010 0.847497821  0.145438865 
0.140000015 0.845706403  0.146732509 
0.150000006 0.843114138  0.148866042 
0.160000011 0.841596663  0.149907887 
0.170000017 0.838709354  0.152342930 
0.180000007 0.836707175  0.153897822 
0.190000013 0.835115969  0.155039445 
0.200000018 0.834357262  0.155330583 
0.210000008 0.832481503  0.156740263 
0.220000014 0.830563664  0.158204615 
0.230000019 0.827918708  0.160416752 
0.240000010 0.826348543  0.161564469 
0.250000030 0.824514985  0.162980199 
0.260000020 0.823145092  0.163906202 
0.270000011 0.821764648  0.164854556 
0.280000031 0.820837319  0.165344238 
0.290000021 0.819119692  0.166657716 
0.300000012 0.817391515  0.167994082 
0.310000032 0.816084802  0.168903589 
0.320000023 0.814630628  0.169921175 
0.330000013 0.813734889  0.170371771 
0.340000033 0.812691629  0.170962259 
0.350000024 0.811490357  0.171778709 
0.360000014 0.810889721  0.171941251 
0.370000035 0.809709489  0.172694445 
0.380000025 0.808244705  0.173749313 
0.390000015 0.806832671  0.174729854 
0.400000036 0.805747271  0.175388902 
0.410000026 0.804819942  0.175887257 
0.420000017 0.803534329  0.176741332 
0.430000037 0.802206576  0.177607045 
0.440000027 0.800910473  0.178473577 
0.450000018 0.799645960  0.179330289 
0.460000038 0.798339248  0.180241823 
0.470000029 0.797053635  0.181143448 
0.480000019 0.796052575  0.181732833 
0.490000039 0.794998765  0.182366163 
0.500000060 0.794229507  0.182665035 
0.510000050 0.792880714  0.183515668 
0.520000041 0.791742623  0.184161633 
0.530000031 0.790288389  0.185154662 
0.540000021 0.789614022  0.185369015 
0.550000012 0.789118707  0.185410112 
0.560000062 0.788254619  0.185863271 
0.570000052 0.787011206  0.186728999 
0.580000043 0.785894156  0.187443852 
0.590000033 0.784598053  0.188332930 
0.600000024 0.783301890  0.189266503 
0.610000014 0.782174349  0.189994618 
0.620000064 0.781426191  0.190331891 
0.630000055 0.780393481  0.190963253 
0.640000045 0.778728545  0.192226663 
0.650000036 0.777421832  0.193142995 
0.660000026 0.777105689  0.193035692 
0.670000076 0.776810646  0.192884922 
0.680000067 0.775725245  0.193551898 
0.690000057 0.774829566  0.194012284 
0.700000048 0.773596644  0.194855437 
0.710000038 0.772932768  0.195087537 
0.720000029 0.772174060  0.195407391 
0.730000079 0.771520674  0.195629060 
0.740000069 0.770266712  0.196485698 
0.750000060 0.769550145  0.196828559 
0.760000050 0.768696606  0.197314367 
0.770000041 0.768580675  0.197044313 
0.780000031 0.767126441  0.198133677 
0.790000081 0.766009450  0.198840246 
0.800000072 0.764955699  0.199492663 
0.810000062 0.764323413  0.199717432 
0.820000052 0.762890279  0.200755522 
0.830000043 0.762626827  0.200596437 
0.840000033 0.761562526  0.201284170 
0.850000083 0.760529816  0.201961488 
0.860000074 0.759549856  0.202551514 
0.870000064 0.758232594  0.203483626 
0.880000055 0.757589817  0.203744382 
0.890000045 0.756936491  0.203994349 
0.900000036 0.755924821  0.204619825 
0.910000086 0.755282044  0.204870492 
0.920000076 0.754375815  0.205397531 
0.930000067 0.753490627  0.205925256 
0.940000057 0.752605438  0.206453517 
0.950000048 0.751140714  0.207612887 
0.960000038 0.750729740  0.207677618 
0.970000088 0.750455737  0.207576364 
0.980000079 0.749781370  0.207851768 
0.990000069 0.748801351  0.208493188 
1.00000012 0.747536778  0.209401652 
1.01000011 0.746546268  0.209977910 
1.02000010 0.745745361  0.210421756 
1.03000009 0.744765401  0.211043790 
1.04000008 0.744227946  0.211210594 
1.05000007 0.743205786  0.211889312 
1.06000006 0.741772652  0.212980464 
1.07000005 0.740666211  0.213727489 
1.08000004 0.740191996  0.213851541 
1.09000003 0.739728332  0.213942409 
1.10000002 0.738927484  0.214434654 
1.11000013 0.738021195  0.214983359 
1.12000012 0.736746132  0.215934455 
1.13000011 0.736999035  0.215188831 
1.14000010 0.736145496  0.215615928 
1.15000010 0.735344648  0.216032133 
1.16000009 0.734385729  0.216616571 
1.17000008 0.733637512  0.216944277 
1.18000007 0.732488930  0.217686743 
1.19000006 0.731951475  0.217847213 
1.20000005 0.731024146  0.218422726 
1.21000004 0.730434060  0.218639866 
1.22000003 0.729432940  0.219283774 
1.23000014 0.729011476  0.219288379 
1.24000013 0.728094697  0.219832182 
1.25000012 0.727915525  0.219589666 
1.26000011 0.727135718  0.219954282 
1.27000010 0.726261079  0.220443055 
1.28000009 0.725481331  0.220842317 
1.29000008 0.724617243  0.221399635 
1.30000007 0.723795295  0.221867368 
1.31000006 0.723521292  0.221737981 
1.32000005 0.723394811  0.221484393 
1.33000004 0.722899556  0.221591815 
1.34000015 0.722372651  0.221733153 
1.35000014 0.720960617  0.222869024 
1.36000013 0.720412672  0.223067746 
1.37000012 0.719643414  0.223504260 
1.38000011 0.718737185  0.224099636 
1.39000010 0.717462063  0.225069374 
1.40000010 0.716355622  0.225893095 
1.41000009 0.716187000  0.225674346 
1.42000008 0.715807676  0.225682318 
1.43000007 0.715217531  0.225906044 
1.44000006 0.714838207  0.225914299 
1.45000005 0.714079499  0.226274595 
1.46000016 0.713394523  0.226589873 
1.47000015 0.712361813  0.227269664 
1.48000014 0.711782277  0.227505922 
1.49000013 0.710412323  0.228539780 
1.50000012 0.710475564  0.228025362 
1.51000011 0.710011899  0.228068829 
1.52000010 0.709463954  0.228203699 
