   2.95000029      0.470861942    	   2.95000029      0.481751502    	   2.95000029      0.130676404    
   2.96000028      0.470332831    	   2.96000028      0.482146025    	   2.96000028      0.139307156    
   2.97000027      0.469705135    	   2.97000027      0.482651204    	   2.97000027      0.131666914    
   2.98000026      0.469207138    	   2.98000026      0.483007878    	   2.98000026      0.132374868    
   2.99000025      0.468636513    	   2.99000025      0.483441561    	   2.99000025      0.132186830    
   3.00000024      0.467837662    	   3.00000024      0.484145969    	   3.00000024      0.134308755    
   3.01000023      0.466898710    	   3.01000023      0.484994084    	   3.01000023      0.135063574    
   3.02000022      0.466437042    	   3.02000022      0.485329390    	   3.02000022      0.134026185    
   3.03000021      0.465881974    	   3.03000021      0.485763788    	   3.03000021      0.138459414    
   3.04000020      0.464994907    	   3.04000020      0.486546934    	   3.04000020      0.138459146    
   3.05000019      0.464299798    	   3.05000019      0.487103045    	   3.05000019      0.145909995    
   3.06000018      0.463459432    	   3.06000018      0.487859279    	   3.06000018      0.136620879    
   3.07000017      0.462951064    	   3.07000017      0.488261312    	   3.07000017      0.142939240    
   3.08000016      0.462167740    	   3.08000016      0.488967568    	   3.08000016      0.163076133    
   3.09000015      0.461617857    	   3.09000015      0.489421129    	   3.09000015      0.165103778    
   3.10000014      0.460756749    	   3.10000014      0.490216851    	   3.10000014      0.149870455    
   3.11000013      0.460201681    	   3.11000013      0.490658224    	   3.11000013      0.147842810    
   3.12000012      0.459112316    	   3.12000012      0.491681844    	   3.12000012      0.147465125    
   3.13000011      0.457862139    	   3.13000011      0.492893010    	   3.13000011      0.148408517    
   3.14000010      0.456969887    	   3.14000010      0.493718475    	   3.14000010      0.150058746    
   3.15000033      0.456528962    	   3.15000033      0.494050503    	   3.15000033      0.157699242    
   3.16000032      0.456056893    	   3.16000032      0.494443953    	   3.16000032      0.141947642    
   3.17000031      0.455304712    	   3.17000031      0.495098352    	   3.17000031      0.148548856    
   3.18000031      0.454791158    	   3.18000031      0.495486617    	   3.18000031      0.146522030    
   3.19000030      0.453945607    	   3.19000030      0.496222645    	   3.19000030      0.136335045    
   3.20000029      0.453094840    	   3.20000029      0.496972084    	   3.20000029      0.136051655    
   3.21000028      0.452710986    	   3.21000028      0.497233599    	   3.21000028      0.148927078    
   3.22000027      0.452072918    	   3.22000027      0.497760952    	   3.22000027      0.160905167    
   3.23000026      0.451030225    	   3.23000026      0.498693943    	   3.23000026      0.153501451    
   3.24000025      0.450169116    	   3.24000025      0.499426931    	   3.24000025      0.159442142    
   3.25000024      0.449416935    	   3.25000024      0.500050187    	   3.25000024      0.161658630    
   3.26000023      0.448550612    	   3.26000023      0.500817597    	   3.26000023      0.162176907    
   3.27000022      0.447497576    	   3.27000022      0.501785219    	   3.27000022      0.176136047    
   3.28000021      0.446823180    	   3.28000021      0.502336562    	   3.28000021      0.175241172    
   3.29000020      0.446117699    	   3.29000020      0.502932549    	   3.29000020      0.167411819    
   3.30000019      0.445126891    	   3.30000019      0.503862798    	   3.30000019      0.160244092    
   3.31000018      0.444208711    	   3.31000018      0.504676461    	   3.31000018      0.159112960    
   3.32000017      0.443290532    	   3.32000017      0.505495846    	   3.32000017      0.154868305    
   3.33000016      0.442507207    	   3.33000016      0.506198406    	   3.33000016      0.142890751    
   3.34000015      0.441703141    	   3.34000015      0.506901443    	   3.34000015      0.150907025    
   3.35000014      0.441184402    	   3.35000014      0.507310688    	   3.35000014      0.156991854    
   3.36000013      0.440587848    	   3.36000013      0.507808685    	   3.36000013      0.148361906    
   3.37000012      0.439929038    	   3.37000012      0.508379042    	   3.37000012      0.142939240    
   3.38000035      0.439384341    	   3.38000035      0.508833230    	   3.38000035      0.133272991    
   3.39000034      0.438585490    	   3.39000034      0.509526253    	   3.39000034      0.132516831    
   3.40000033      0.437615424    	   3.40000033      0.510420918    	   3.40000033      0.129594028    
   3.41000032      0.436852872    	   3.41000032      0.511092663    	   3.41000032      0.136479184    
   3.42000031      0.436209619    	   3.42000031      0.511625469    	   3.42000031      0.135959804    
   3.43000031      0.435737550    	   3.43000031      0.511974931    	   3.43000031      0.137374610    
   3.44000030      0.435130626    	   3.44000030      0.512458086    	   3.44000030      0.141995594    
   3.45000029      0.434492558    	   3.45000029      0.512980878    	   3.45000029      0.141241059    
   3.46000028      0.433776677    	   3.46000028      0.513570428    	   3.46000028      0.134685352    
   3.47000027      0.433133453    	   3.47000027      0.514092863    	   3.47000027      0.131100953    
   3.48000026      0.432407200    	   3.48000026      0.514716089    	   3.48000026      0.143597066    
   3.49000025      0.431670576    	   3.49000025      0.515367925    	   3.49000025      0.146284953    
   3.50000024      0.430835396    	   3.50000024      0.516094863    	   3.50000024      0.143927589    
   3.51000023      0.430093586    	   3.51000023      0.516683817    	   3.51000023      0.148549125    
   3.52000022      0.429538518    	   3.52000022      0.517096341    	   3.52000022      0.152133524    
   3.53000021      0.428506225    	   3.53000021      0.518038511    	   3.53000021      0.145483822    
   3.54000020      0.427805901    	   3.54000020      0.518613517    	   3.54000020      0.145862579    
   3.55000019      0.427209347    	   3.55000019      0.519105077    	   3.55000019      0.135535255    
   3.56000018      0.426405281    	   3.56000018      0.519814551    	   3.56000018      0.131055161    
   3.57000017      0.425502658    	   3.57000017      0.520630360    	   3.57000017      0.142374352    
   3.58000016      0.425040990    	   3.58000016      0.520966172    	   3.58000016      0.141337499    
   3.59000015      0.424361408    	   3.59000015      0.521531880    	   3.59000015      0.136762843    
   3.60000014      0.424019039    	   3.60000014      0.521738946    	   3.60000014      0.139356732    
   3.61000037      0.423479557    	   3.61000037      0.522168815    	   3.61000037      0.133839503    
   3.62000036      0.422421306    	   3.62000036      0.523165047    	   3.62000036      0.120256692    
   3.63000035      0.421798795    	   3.63000035      0.523692250    	   3.63000035      0.114172690    
   3.64000034      0.420911759    	   3.64000034      0.524526656    	   3.64000034      0.127378091    
   3.65000033      0.420164764    	   3.65000033      0.525187612    	   3.65000033      0.124641158    
   3.66000032      0.419754952    	   3.66000032      0.525492013    	   3.66000032      0.130866319    
   3.67000031      0.419511139    	   3.67000031      0.525593996    	   3.67000031      0.132705942    
   3.68000031      0.419018328    	   3.68000031      0.525937438    	   3.68000031      0.118934825    
   3.69000030      0.418209076    	   3.69000030      0.526655555    	   3.69000030      0.122800998    
   3.70000029      0.417513967    	   3.70000029      0.527206004    	   3.70000029      0.115821838    
   3.71000028      0.416938156    	   3.71000028      0.527679443    	   3.71000028      0.115067296    
   3.72000027      0.416253388    	   3.72000027      0.528281093    	   3.72000027      0.128553391    
   3.73000026      0.415651649    	   3.73000026      0.528764606    	   3.73000026      0.139684290    
   3.74000025      0.415039539    	   3.74000025      0.529276788    	   3.74000025      0.137986362    
   3.75000024      0.414411843    	   3.75000024      0.529806793    	   3.75000024      0.140675083    
   3.76000023      0.413778961    	   3.76000023      0.530325294    	   3.76000023      0.147465944    
   3.77000022      0.412912667    	   3.77000022      0.531084657    	   3.77000022      0.148030832    
   3.78000021      0.412108600    	   3.78000021      0.531777918    	   3.78000021      0.145956323    
   3.79000020      0.411491305    	   3.79000020      0.532285810    	   3.79000020      0.150530159    
   3.80000019      0.410541981    	   3.80000019      0.533158958    	   3.80000019      0.152793780    
   3.81000018      0.409551173    	   3.81000018      0.534077704    	   3.81000018      0.152840659    
   3.82000017      0.408856064    	   3.82000017      0.534642458    	   3.82000017      0.155245170    
   3.83000016      0.408207625    	   3.83000016      0.535179257    	   3.83000016      0.140155703    
   3.84000015      0.407450259    	   3.84000015      0.535857260    	   3.84000015      0.146426663    
   3.85000038      0.406703264    	   3.85000038      0.536513150    	   3.85000038      0.143503055    
   3.86000037      0.406028897    	   3.86000037      0.537073970    	   3.86000037      0.136239678    
   3.87000036      0.405292273    	   3.87000036      0.537741184    	   3.87000036      0.130297646    
   3.88000035      0.404944688    	   3.88000035      0.537992001    	   3.88000035      0.133175462    
   3.89000034      0.404083580    	   3.89000034      0.538772702    	   3.89000034      0.134447753    
   3.90000033      0.403554469    	   3.90000033      0.539210141    	   3.90000033      0.120018274    
   3.91000032      0.402900845    	   3.91000032      0.539767444    	   3.91000032      0.121433347    
   3.92000031      0.402226478    	   3.92000031      0.540357053    	   3.92000031      0.122094147    
   3.93000031      0.401531339    	   3.93000031      0.540940762    	   3.93000031      0.117425472    
   3.94000030      0.400836229    	   3.94000030      0.541537166    	   3.94000030      0.123131804    
   3.95000029      0.400592417    	   3.95000029      0.541683078    	   3.95000029      0.107475288    
   3.96000028      0.399964720    	   3.96000028      0.542201459    	   3.96000028      0.118463948    
   3.97000027      0.399305910    	   3.97000027      0.542763591    	   3.97000027      0.114974096    
   3.98000026      0.398745656    	   3.98000026      0.543225825    	   3.98000026      0.112899311    
   3.99000025      0.398247659    	   3.99000025      0.543597460    	   3.99000025      0.116435766    
   4.00000048      0.397910476    	   4.00000048      0.543800354    	   4.00000048      0.117095754    
   4.01000023      0.397153109    	   4.01000023      0.544469416    	   4.01000023      0.114454456    
   4.02000046      0.396551371    	   4.02000046      0.544989109    	   4.02000046      0.114313029    
   4.03000021      0.395970374    	   4.03000021      0.545451939    	   4.03000021      0.112898499    
   4.04000044      0.395176679    	   4.04000044      0.546168625    	   4.04000044      0.113747597    
   4.05000019      0.394424498    	   4.05000019      0.546863496    	   4.05000019      0.121292733    
   4.06000042      0.394258499    	   4.06000042      0.546925366    	   4.06000042      0.125254005    
   4.07000017      0.393661946    	   4.07000017      0.547411799    	   4.07000017      0.114453912    
   4.08000040      0.393065393    	   4.08000040      0.547893167    	   4.08000040      0.109690957    
   4.09000015      0.392494768    	   4.09000015      0.548362732    	   4.09000015      0.115066759    
   4.10000038      0.391716629    	   4.10000038      0.549035549    	   4.10000038      0.111577988    
   4.11000013      0.391140819    	   4.11000013      0.549521983    	   4.11000013      0.105495065    
   4.12000036      0.390699893    	   4.12000036      0.549880385    	   4.12000036      0.114172146    
   4.13000011      0.390378267    	   4.13000011      0.550090551    	   4.13000011      0.112616464    
   4.14000034      0.389693528    	   4.14000034      0.550686061    	   4.14000034      0.119217947    
   4.15000010      0.388993204    	   4.15000010      0.551342905    	   4.15000010      0.127706468    
   4.16000032      0.388495207    	   4.16000032      0.551734328    	   4.16000032      0.120868728    
   4.17000008      0.388095796    	   4.17000008      0.552042007    	   4.17000008      0.133554488    
   4.18000031      0.387478471    	   4.18000031      0.552575827    	   4.18000031      0.133790478    
   4.19000053      0.386632919    	   4.19000053      0.553376079    	   4.19000053      0.134827599    
   4.20000029      0.385668039    	   4.20000029      0.554278374    	   4.20000029      0.129781783    
   4.21000051      0.385009229    	   4.21000051      0.554829419    	   4.21000051      0.127942443    
   4.22000027      0.384008050    	   4.22000027      0.555778563    	   4.22000027      0.128460735    
   4.23000050      0.383416682    	   4.23000050      0.556301713    	   4.23000050      0.125113666    
   4.24000025      0.383006871    	   4.24000025      0.556616247    	   4.24000025      0.123179488    
   4.25000048      0.382477760    	   4.25000048      0.557095587    	   4.25000048      0.108938046    
   4.26000023      0.381896734    	   4.26000023      0.557624698    	   4.26000023      0.101580933    
   4.27000046      0.381419510    	   4.27000046      0.558059335    	   4.27000046      0.112945370    
   4.28000021      0.381149739    	   4.28000021      0.558237672    	   4.28000021      0.102052897    
   4.29000044      0.380646557    	   4.29000044      0.558660924    	   4.29000044      0.111673355    
   4.30000019      0.380361259    	   4.30000019      0.558839679    	   4.30000019      0.104600452    
   4.31000042      0.379852891    	   4.31000042      0.559267640    	   4.31000042      0.104789287    
   4.32000017      0.378929526    	   4.32000017      0.560169637    	   4.32000017       9.86107290E-02
