   1.38000011      0.220632121    	   1.38000011      0.706271768    
   1.39000010      0.221790716    	   1.39000010      0.704930127    
   1.40000010      0.222465873    	   1.40000010      0.703676403    
   1.41000009      0.222242251    	   1.41000009      0.703390479    
   1.42000008      0.221900210    	   1.42000008      0.703170538    
   1.43000007      0.221925005    	   1.43000007      0.702642679    
   1.44000006      0.222139418    	   1.44000006      0.702059805    
   1.45000005      0.222602963    	   1.45000005      0.701312006    
   1.46000016      0.222853526    	   1.46000016      0.700674117    
   1.47000015      0.223496109    	   1.47000015      0.699629366    
   1.48000014      0.223818600    	   1.48000014      0.699079514    
   1.49000013      0.224616870    	   1.49000013      0.697913826    
   1.50000012      0.224536151    	   1.50000012      0.697550893    
   1.51000011      0.224241257    	   1.51000011      0.697275937    
   1.52000010      0.225148037    	   1.52000010      0.696044266    
   1.53000009      0.225150898    	   1.53000009      0.695791304    
   1.54000008      0.226047382    	   1.54000008      0.694537640    
   1.55000007      0.226753965    	   1.55000007      0.693514884    
   1.56000006      0.227008238    	   1.56000006      0.692734063    
   1.57000005      0.226832986    	   1.57000005      0.692305148    
   1.58000016      0.226956159    	   1.58000016      0.691733301    
   1.59000015      0.227414012    	   1.59000015      0.690897465    
   1.60000014      0.228063583    	   1.60000014      0.689841747    
   1.61000013      0.228630036    	   1.61000013      0.688906968    
   1.62000012      0.229137421    	   1.62000012      0.688005209    
   1.63000011      0.230231985    	   1.63000011      0.686586559    
   1.64000010      0.230381325    	   1.64000010      0.686047673    
   1.65000010      0.230422929    	   1.65000010      0.685365856    
   1.66000009      0.230824426    	   1.66000009      0.684310079    
   1.67000008      0.231466234    	   1.67000008      0.683298349    
   1.68000007      0.231820747    	   1.68000007      0.682506502    
   1.69000018      0.232343867    	   1.69000018      0.681890666    
   1.70000017      0.232867509    	   1.70000017      0.681043863    
   1.71000016      0.232682079    	   1.71000016      0.680526972    
   1.72000015      0.233278647    	   1.72000015      0.679515243    
   1.73000014      0.233863816    	   1.73000014      0.678393483    
   1.74000013      0.233690560    	   1.74000013      0.677975595    
   1.75000012      0.232926890    	   1.75000012      0.678239524    
   1.76000011      0.232909903    	   1.76000011      0.677843630    
   1.77000010      0.232796341    	   1.77000010      0.677282751    
   1.78000009      0.233793318    	   1.78000009      0.675864100    
   1.79000008      0.233800933    	   1.79000008      0.675237238    
   1.80000007      0.234001935    	   1.80000007      0.674610436    
   1.81000018      0.233852297    	   1.81000018      0.674291492    
   1.82000017      0.233569756    	   1.82000017      0.674236536    
   1.83000016      0.234376103    	   1.83000016      0.673147798    
   1.84000015      0.234989583    	   1.84000015      0.672279000    
   1.85000014      0.235094860    	   1.85000014      0.671905100    
   1.86000013      0.234800085    	   1.86000013      0.671564162    
   1.87000012      0.234614134    	   1.87000012      0.671256244    
   1.88000011      0.235083535    	   1.88000011      0.670277476    
   1.89000010      0.235650465    	   1.89000010      0.669364691    
   1.90000010      0.235768542    	   1.90000010      0.668803811    
   1.91000009      0.236251593    	   1.91000009      0.668022990    
   1.92000008      0.236503884    	   1.92000008      0.667407155    
   1.93000019      0.236220926    	   1.93000019      0.667253196    
   1.94000018      0.236534387    	   1.94000018      0.666527390    
   1.95000017      0.237177208    	   1.95000017      0.665449619    
   1.96000016      0.237528205    	   1.96000016      0.664723814    
   1.97000015      0.238196611    	   1.97000015      0.663701057    
   1.98000014      0.238597319    	   1.98000014      0.662865222    
   1.99000013      0.238412187    	   1.99000013      0.662491322    
   2.00000024      0.238385960    	   2.00000024      0.662161410    
   2.01000023      0.239154130    	   2.01000023      0.661072671    
   2.02000022      0.239911005    	   2.02000022      0.660126925    
   2.03000021      0.240117967    	   2.03000021      0.659632027    
   2.04000020      0.239970058    	   2.04000020      0.659313083    
   2.05000019      0.240373209    	   2.05000019      0.658367336    
   2.06000018      0.240482762    	   2.06000018      0.657828450    
   2.07000017      0.240420640    	   2.07000017      0.657509565    
   2.08000016      0.240358397    	   2.08000016      0.657443583    
   2.09000015      0.241425917    	   2.09000015      0.656134844    
   2.10000014      0.241364226    	   2.10000014      0.655782938    
   2.11000013      0.241191655    	   2.11000013      0.655310094    
   2.12000012      0.240736112    	   2.12000012      0.655167103    
   2.13000011      0.240760192    	   2.13000011      0.654683232    
   2.14000010      0.241239786    	   2.14000010      0.654023409    
   2.15000010      0.240943730    	   2.15000010      0.654045403    
   2.16000009      0.241559595    	   2.16000009      0.653121591    
   2.17000008      0.242213011    	   2.17000008      0.652142823    
   2.18000007      0.241806000    	   2.18000007      0.652043879    
   2.19000006      0.241311908    	   2.19000006      0.651856899    
   2.20000005      0.242028192    	   2.20000005      0.650702178    
   2.21000004      0.243314072    	   2.21000004      0.649283528    
   2.22000027      0.243240759    	   2.22000027      0.648832619    
   2.23000026      0.243464157    	   2.23000026      0.648084819    
   2.24000025      0.243873581    	   2.24000025      0.647391975    
   2.25000024      0.243614495    	   2.25000024      0.647226989    
   2.26000023      0.243615538    	   2.26000023      0.646897078    
   2.27000022      0.244521990    	   2.27000022      0.645709395    
   2.28000021      0.244808957    	   2.28000021      0.645093560    
   2.29000020      0.245406806    	   2.29000020      0.644103765    
   2.30000019      0.245011017    	   2.30000019      0.644081771    
   2.31000018      0.245671809    	   2.31000018      0.643180013    
   2.32000017      0.246345639    	   2.32000017      0.642135262    
   2.33000016      0.246572182    	   2.33000016      0.641420424    
   2.34000015      0.246711820    	   2.34000015      0.640771568    
   2.35000014      0.247661531    	   2.35000014      0.639528871    
   2.36000013      0.248300642    	   2.36000013      0.638528109    
   2.37000012      0.248391747    	   2.37000012      0.638011217    
   2.38000011      0.248482630    	   2.38000011      0.637428403    
   2.39000010      0.248998508    	   2.39000010      0.636592567    
   2.40000010      0.249327481    	   2.40000010      0.635866761    
   2.41000009      0.249531627    	   2.41000009      0.635250926    
   2.42000008      0.249973863    	   2.42000008      0.634503067    
   2.43000007      0.250579447    	   2.43000007      0.633513331    
   2.44000006      0.250170887    	   2.44000006      0.633359373    
   2.45000029      0.250752121    	   2.45000029      0.632325590    
   2.46000028      0.251233637    	   2.46000028      0.631456792    
   2.47000027      0.252016902    	   2.47000027      0.630478084    
   2.48000026      0.252110571    	   2.48000026      0.630126119    
   2.49000025      0.252141386    	   2.49000025      0.629719257    
   2.50000024      0.252436310    	   2.50000024      0.629026413    
   2.51000023      0.252580762    	   2.51000023      0.628421545    
   2.52000022      0.252121180    	   2.52000022      0.628366590    
   2.53000021      0.252227724    	   2.53000021      0.627992630    
   2.54000020      0.252548575    	   2.54000020      0.627310812    
   2.55000019      0.252617717    	   2.55000019      0.626892924    
   2.56000018      0.253393024    	   2.56000018      0.625760198    
   2.57000017      0.253500611    	   2.57000017      0.625254333    
   2.58000016      0.254214376    	   2.58000016      0.624275565    
   2.59000015      0.254436135    	   2.59000015      0.623538733    
   2.60000014      0.254519165    	   2.60000014      0.623098850    
   2.61000013      0.254665524    	   2.61000013      0.622460961    
   2.62000012      0.254837364    	   2.62000012      0.621878147    
   2.63000011      0.255173981    	   2.63000011      0.621185303    
   2.64000010      0.256081134    	   2.64000010      0.619953573    
   2.65000010      0.256647021    	   2.65000010      0.619062781    
   2.66000009      0.257086933    	   2.66000009      0.618304014    
   2.67000008      0.257044792    	   2.67000008      0.617985070    
   2.68000031      0.256647021    	   2.68000031      0.617864072    
   2.69000030      0.257113099    	   2.69000030      0.617006302    
   2.70000029      0.257045478    	   2.70000029      0.616467416    
   2.71000028      0.257385135    	   2.71000028      0.615697622    
   2.72000027      0.257355809    	   2.72000027      0.615246713    
   2.73000026      0.257683069    	   2.73000026      0.614465892    
   2.74000025      0.257998109    	   2.74000025      0.613707125    
   2.75000024      0.258338958    	   2.75000024      0.613102257    
   2.76000023      0.258718371    	   2.76000023      0.612453401    
   2.77000022      0.259060115    	   2.77000022      0.611683607    
   2.78000021      0.259338230    	   2.78000021      0.611100733    
   2.79000020      0.259003282    	   2.79000020      0.610968769    
   2.80000019      0.259217858    	   2.80000019      0.610253930    
   2.81000018      0.259240806    	   2.81000018      0.609682083    
   2.82000017      0.259673089    	   2.82000017      0.608813286    
   2.83000016      0.260797977    	   2.83000016      0.607361615    
   2.84000015      0.260924280    	   2.84000015      0.606855750    
   2.85000014      0.261178970    	   2.85000014      0.606393874    
   2.86000013      0.261498332    	   2.86000013      0.605745018    
   2.87000012      0.262292892    	   2.87000012      0.604667246    
   2.88000011      0.262908608    	   2.88000011      0.603732526    
   2.89000010      0.263396591    	   2.89000010      0.602775753    
   2.90000010      0.263743430    	   2.90000010      0.602016926    
   2.91000032      0.263807684    	   2.91000032      0.601566017    
   2.92000031      0.264309853    	   2.92000031      0.600642264    
   2.93000031      0.264490515    	   2.93000031      0.600081384    
   2.94000030      0.264980763    	   2.94000030      0.599146605    
   2.95000029      0.265522957    	   2.95000029      0.598288834    
   2.96000028      0.265962958    	   2.96000028      0.597474992    
   2.97000027      0.266002715    	   2.97000027      0.596848130    
   2.98000026      0.266146243    	   2.98000026      0.596276283    
   2.99000025      0.265863001    	   2.99000025      0.596067369    
   3.00000024      0.266420513    	   3.00000024      0.595187545    
   3.01000023      0.266188860    	   3.01000023      0.594956636    
   3.02000022      0.266786218    	   3.02000022      0.593966842    
   3.03000021      0.267021120    	   3.03000021      0.593351007    
   3.04000020      0.267541617    	   3.04000020      0.592471242    
   3.05000019      0.267569870    	   3.05000019      0.592086315    
   3.06000018      0.267351180    	   3.06000018      0.591767371    
   3.07000017      0.267807782    	   3.07000017      0.590832591    
   3.08000016      0.268408120    	   3.08000016      0.589787841    
   3.09000015      0.269074082    	   3.09000015      0.588886082    
   3.10000014      0.269142240    	   3.10000014      0.588512182    
   3.11000013      0.269249588    	   3.11000013      0.588061273    
   3.12000012      0.269278705    	   3.12000012      0.587511420    
   3.13000011      0.269190758    	   3.13000011      0.587137520    
   3.14000010      0.269519955    	   3.14000010      0.586411655    
   3.15000033      0.270280302    	   3.15000033      0.585454881    
   3.16000032      0.270584494    	   3.16000032      0.584828079    
   3.17000031      0.270522952    	   3.17000031      0.584487140    
   3.18000031      0.270435423    	   3.18000031      0.584157228    
   3.19000030      0.271067351    	   3.19000030      0.583167434    
   3.20000029      0.271281004    	   3.20000029      0.582529604    
   3.21000028      0.272307336    	   3.21000028      0.581209958    
   3.22000027      0.272574484    	   3.22000027      0.580484092    
   3.23000026      0.272172868    	   3.23000026      0.580418110    
   3.24000025      0.273411512    	   3.24000025      0.579065442    
   3.25000024      0.273705959    	   3.25000024      0.578383625    
   3.26000023      0.273698598    	   3.26000023      0.577877760    
   3.27000022      0.273730755    	   3.27000022      0.577437818    
   3.28000021      0.273841858    	   3.28000021      0.576975942    
   3.29000020      0.273676783    	   3.29000020      0.576777995    
   3.30000019      0.273577243    	   3.30000019      0.576426089    
   3.31000018      0.273503900    	   3.31000018      0.575964212    
   3.32000017      0.273667932    	   3.32000017      0.575359344    
   3.33000016      0.273845196    	   3.33000016      0.574699521    
   3.34000015      0.273917198    	   3.34000015      0.574292600    
   3.35000014      0.274649829    	   3.35000014      0.573335826    
   3.36000013      0.274841189    	   3.36000013      0.572774947    
   3.37000012      0.275019735    	   3.37000012      0.572137117    
   3.38000035      0.274999887    	   3.38000035      0.571653247    
   3.39000034      0.274913937    	   3.39000034      0.571444273    
   3.40000033      0.275755286    	   3.40000033      0.570454538    
   3.41000032      0.276266158    	   3.41000032      0.569596708    
   3.42000031      0.276645005    	   3.42000031      0.568848908    
   3.43000031      0.277037650    	   3.43000031      0.568068087    
   3.44000030      0.276926011    	   3.44000030      0.567672193    
   3.45000029      0.276801139    	   3.45000029      0.567177296    
   3.46000028      0.277167827    	   3.46000028      0.566286504    
   3.47000027      0.278147072    	   3.47000027      0.564911842    
   3.48000026      0.278235614    	   3.48000026      0.564405978    
   3.49000025      0.278084338    	   3.49000025      0.564087033    
   3.50000024      0.278279841    	   3.50000024      0.563790143    
   3.51000023      0.279008657    	   3.51000023      0.562877357    
   3.52000022      0.278990924    	   3.52000022      0.562580407    
   3.53000021      0.279427499    	   3.53000021      0.561854601    
   3.54000020      0.280145049    	   3.54000020      0.560963809    
   3.55000019      0.280475795    	   3.55000019      0.560369968    
   3.56000018      0.280726701    	   3.56000018      0.559776068    
   3.57000017      0.281178713    	   3.57000017      0.558896303    
   3.58000016      0.280948251    	   3.58000016      0.558533370    
   3.59000015      0.281695783    	   3.59000015      0.557587624    
   3.60000014      0.281612605    	   3.60000014      0.557290673    
   3.61000037      0.282133430    	   3.61000037      0.556553900    
   3.62000036      0.282117635    	   3.62000036      0.556333899    
   3.63000035      0.282316983    	   3.63000035      0.555806041    
   3.64000034      0.282839060    	   3.64000034      0.555036247    
   3.65000033      0.283186883    	   3.65000033      0.554409385    
   3.66000032      0.282633215    	   3.66000032      0.554321408    
   3.67000031      0.282927603    	   3.67000031      0.553771555    
   3.68000031      0.283276349    	   3.68000031      0.553100705    
   3.69000030      0.283004880    	   3.69000030      0.552913725    
   3.70000029      0.283056945    	   3.70000029      0.552517831    
   3.71000028      0.283676296    	   3.71000028      0.551616073    
   3.72000027      0.283296734    	   3.72000027      0.551594079    
   3.73000026      0.283362538    	   3.73000026      0.551176190    
   3.74000025      0.283942699    	   3.74000025      0.550439358    
   3.75000024      0.284658849    	   3.75000024      0.549361587    
   3.76000023      0.285457134    	   3.76000023      0.548184872    
   3.77000022      0.285267085    	   3.77000022      0.548162878    
   3.78000021      0.285334378    	   3.78000021      0.547722995    
   3.79000020      0.286311060    	   3.79000020      0.546568274    
   3.80000019      0.287247986    	   3.80000019      0.545336545    
   3.81000018      0.287208140    	   3.81000018      0.544951677    
   3.82000017      0.287317574    	   3.82000017      0.544456780    
   3.83000016      0.287889719    	   3.83000016      0.543565989    
   3.84000015      0.287877470    	   3.84000015      0.543170094    
   3.85000038      0.288014740    	   3.85000038      0.542708218    
   3.86000037      0.288820148    	   3.86000037      0.541630447    
   3.87000036      0.289162695    	   3.87000036      0.540992618    
   3.88000035      0.289369434    	   3.88000035      0.540475726    
   3.89000034      0.289412588    	   3.89000034      0.540112853    
   3.90000033      0.289073169    	   3.90000033      0.539903879    
   3.91000032      0.289608270    	   3.91000032      0.539145052    
   3.92000031      0.289925128    	   3.92000031      0.538507223    
   3.93000031      0.290133119    	   3.93000031      0.537968338    
   3.94000030      0.290313572    	   3.94000030      0.537473440    
   3.95000029      0.290700048    	   3.95000029      0.536824644    
   3.96000028      0.290607065    	   3.96000028      0.536417723    
   3.97000027      0.289965004    	   3.97000027      0.536560714    
   3.98000026      0.290393412    	   3.98000026      0.535691917    
   3.99000025      0.290780634    	   3.99000025      0.535032034    
   4.00000048      0.290316254    	   4.00000048      0.534988046    
   4.01000023      0.290772885    	   4.01000023      0.534306228    
   4.02000046      0.291711986    	   4.02000046      0.533250511    
   4.03000021      0.292142659    	   4.03000021      0.532359719    
   4.04000044      0.292504638    	   4.04000044      0.531578898    
   4.05000019      0.292508751    	   4.05000019      0.531018019    
   4.06000042      0.292926967    	   4.06000042      0.530138254    
   4.07000017      0.292848498    	   4.07000017      0.529995263    
   4.08000040      0.293184489    	   4.08000040      0.529302418    
   4.09000015      0.293589890    	   4.09000015      0.528653622    
   4.10000038      0.293594688    	   4.10000038      0.528246701    
   4.11000013      0.293834865    	   4.11000013      0.527674854    
   4.12000036      0.294005960    	   4.12000036      0.527256906    
   4.13000011      0.295078307    	   4.13000011      0.526146173    
   4.14000034      0.294862092    	   4.14000034      0.525959253    
   4.15000010      0.295436651    	   4.15000010      0.525156438    
   4.16000032      0.294929087    	   4.16000032      0.525244415    
   4.17000008      0.294781774    	   4.17000008      0.524859488    
   4.18000031      0.294467598    	   4.18000031      0.524628580    
   4.19000053      0.295502514    	   4.19000053      0.523473859    
   4.20000029      0.295912236    	   4.20000029      0.522835970    
   4.21000051      0.296684742    	   4.21000051      0.521780252    
   4.22000027      0.296900421    	   4.22000027      0.521285355    
   4.23000050      0.296405464    	   4.23000050      0.521340370    
   4.24000025      0.296788901    	   4.24000025      0.520658493    
   4.25000048      0.296977371    	   4.25000048      0.520207644    
   4.26000023      0.296718866    	   4.26000023      0.519822717    
   4.27000046      0.297187209    	   4.27000046      0.519008934    
   4.28000021      0.297684014    	   4.28000021      0.518217087    
   4.29000044      0.297271311    	   4.29000044      0.518107116    
   4.30000019      0.297306746    	   4.30000019      0.517645240    
   4.31000042      0.297916710    	   4.31000042      0.516787469    
   4.32000017      0.298415452    	   4.32000017      0.516017616    
   4.33000040      0.298872411    	   4.33000040      0.515324831    
   4.34000015      0.298698246    	   4.34000015      0.515049875    
   4.35000038      0.298762411    	   4.35000038      0.514500022    
   4.36000013      0.299375385    	   4.36000013      0.513587236    
   4.37000036      0.299215257    	   4.37000036      0.513103366    
   4.38000011      0.299448937    	   4.38000011      0.512509465    
   4.39000034      0.299147636    	   4.39000034      0.512355506    
   4.40000010      0.299142033    	   4.40000010      0.512102604    
   4.41000032      0.299404502    	   4.41000032      0.511453748    
   4.42000008      0.299427241    	   4.42000008      0.511024833    
   4.43000031      0.299520522    	   4.43000031      0.510584950    
   4.44000053      0.299430460    	   4.44000053      0.510233045    
   4.45000029      0.300018996    	   4.45000029      0.509386241    
   4.46000051      0.300339520    	   4.46000051      0.508528471    
   4.47000027      0.300136328    	   4.47000027      0.508143544    
   4.48000050      0.300202250    	   4.48000050      0.507593691    
   4.49000025      0.300424099    	   4.49000025      0.507043779    
   4.50000048      0.300249219    	   4.50000048      0.506944835    
   4.51000023      0.300826102    	   4.51000023      0.506241024    
   4.52000046      0.300736248    	   4.52000046      0.506098032    
   4.53000021      0.300945044    	   4.53000021      0.505548179    
   4.54000044      0.300670117    	   4.54000044      0.505251229    
   4.55000019      0.300921738    	   4.55000019      0.504503429    
   4.56000042      0.301316023    	   4.56000042      0.503810585    
   4.57000017      0.301055193    	   4.57000017      0.503568649    
   4.58000040      0.300893754    	   4.58000040      0.503315687    
   4.59000015      0.301688462    	   4.59000015      0.502380908    
   4.60000038      0.302298665    	   4.60000038      0.501644075    
   4.61000013      0.302523553    	   4.61000013      0.501006246    
   4.62000036      0.302605927    	   4.62000036      0.500511348    
   4.63000011      0.303060323    	   4.63000011      0.499928504    
   4.64000034      0.303372204    	   4.64000034      0.499444634    
   4.65000010      0.303928047    	   4.65000010      0.498674810    
   4.66000032      0.303982913    	   4.66000032      0.498201936    
   4.67000055      0.304109305    	   4.67000055      0.497663051    
   4.68000031      0.303690523    	   4.68000031      0.497509092    
   4.69000053      0.304291189    	   4.69000053      0.496695310    
   4.70000029      0.304705590    	   4.70000029      0.496068448    
   4.71000051      0.305178314    	   4.71000051      0.495353609    
   4.72000027      0.305334777    	   4.72000027      0.494880736    
   4.73000050      0.305304378    	   4.73000050      0.494396836    
   4.74000025      0.304798037    	   4.74000025      0.494286865    
   4.75000048      0.304594219    	   4.75000048      0.493967950    
   4.76000023      0.304606348    	   4.76000023      0.493704021    
   4.77000046      0.304878503    	   4.77000046      0.492967188    
   4.78000021      0.305469185    	   4.78000021      0.492208391    
   4.79000044      0.305510849    	   4.79000044      0.491702497    
   4.80000019      0.306102544    	   4.80000019      0.490976661    
   4.81000042      0.306564838    	   4.81000042      0.490250856    
   4.82000017      0.306389898    	   4.82000017      0.489975929    
   4.83000040      0.306736916    	   4.83000040      0.489415050    
   4.84000015      0.306866735    	   4.84000015      0.489008158    
   4.85000038      0.307069302    	   4.85000038      0.488502264    
   4.86000013      0.308013171    	   4.86000013      0.487512499    
   4.87000036      0.308434635    	   4.87000036      0.486764699    
   4.88000011      0.308376908    	   4.88000011      0.486401767    
   4.89000034      0.308275193    	   4.89000034      0.486115843    
   4.90000057      0.308420956    	   4.90000057      0.485620975    
   4.91000032      0.308698356    	   4.91000032      0.484906137    
   4.92000055      0.309325963    	   4.92000055      0.484026343    
   4.93000031      0.309458286    	   4.93000031      0.483575463    
   4.94000053      0.310131043    	   4.94000053      0.482750654    
   4.95000029      0.310746402    	   4.95000029      0.482057810    
   4.96000051      0.310441136    	   4.96000051      0.481925845    
